BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,GenderCode,RaceDesc,MaritalDesc,TrainingType,TrainingOutcome,CurrentEmployeeRating,EngagementScore,SatisfactionScore,Work-LifeBalanceScore,TrainingDurationDays,TrainingCost,Age,PerformanceScore
PYZ,Active,Contract,Zone B,Part-Time,Production,Female,Other,Widowed,Internal,Passed,3,3,4,4,5,926.85,66,1
WBL,Active,Full-Time,Zone C,Temporary,Production,Female,Asian,Widowed,External,Incomplete,3,3,3,2,1,846.55,39,1
NEL,Active,Contract,Zone A,Part-Time,Production,Female,White,Divorced,External,Passed,3,1,2,3,3,734.77,26,1
PL,Active,Part-Time,Zone A,Part-Time,Production,Female,Other,Married,Internal,Incomplete,3,5,5,5,3,315.09,69,1
BPC,Active,Full-Time,Zone C,Full-Time,Production,Female,Other,Widowed,Internal,Passed,3,3,3,1,3,686.05,23,1
WBL,Active,Full-Time,Zone A,Temporary,Production,Male,Other,Married,External,Passed,3,2,1,4,4,942.51,57,1
NEL,Active,Contract,Zone B,Full-Time,Production,Female,Other,Single,Internal,Failed,3,2,3,4,4,782.82,66,1
PL,Active,Contract,Zone A,Full-Time,Production,Female,White,Married,Internal,Failed,3,2,2,2,1,370.64,72,1
BPC,Active,Contract,Zone B,Part-Time,Production,Female,Asian,Single,Internal,Incomplete,3,1,3,2,1,487.66,60,1
CCDR,Active,Part-Time,Zone C,Full-Time,Production,Female,Black,Single,External,Incomplete,3,1,5,4,1,179.85,72,1
SVG,Active,Part-Time,Zone A,Part-Time,Production,Female,Hispanic,Single,Internal,Completed,3,4,1,4,1,294.74,69,1
EW,Terminated,Full-Time,Zone C,Full-Time,Production,Male,Asian,Married,External,Passed,3,1,3,2,5,202.09,69,1
BPC,Terminated,Full-Time,Zone C,Full-Time,Production,Female,White,Widowed,Internal,Passed,3,5,5,2,4,901.42,52,1
CCDR,Terminated,Full-Time,Zone C,Temporary,Production,Female,Other,Widowed,External,Incomplete,3,2,1,5,3,454.23,47,1
EW,Terminated,Full-Time,Zone A,Part-Time,Production,Female,Asian,Divorced,Internal,Passed,3,2,1,2,3,460.39,22,1
MSC,Active,Contract,Zone A,Part-Time,Production,Female,White,Married,Internal,Completed,3,2,2,5,2,644.72,62,1
NEL,Active,Contract,Zone A,Temporary,Production,Female,Other,Married,External,Passed,3,2,2,5,3,436.86,52,1
PL,Terminated,Contract,Zone C,Part-Time,Production,Male,Other,Single,External,Failed,3,2,1,2,1,361.52,62,1
PYZ,Active,Part-Time,Zone A,Full-Time,Production,Male,Black,Divorced,Internal,Passed,3,3,5,1,2,229.05,32,1
SVG,Active,Full-Time,Zone B,Full-Time,Production,Male,Hispanic,Single,Internal,Completed,3,4,3,1,3,787.85,76,1
TNS,Active,Full-Time,Zone C,Part-Time,Production,Male,Other,Married,External,Incomplete,3,5,5,4,1,483.82,28,1
WBL,Active,Full-Time,Zone C,Temporary,Production,Female,Black,Divorced,External,Passed,3,2,4,5,5,623.64,47,1
BPC,Active,Part-Time,Zone A,Full-Time,Production,Female,Black,Married,Internal,Incomplete,3,4,5,5,4,351.35,76,1
CCDR,Active,Full-Time,Zone B,Temporary,Production,Female,Hispanic,Divorced,Internal,Completed,3,1,3,1,3,512.51,71,1
EW,Active,Part-Time,Zone A,Full-Time,Production,Female,Other,Widowed,Internal,Failed,3,1,2,4,5,957.9,45,1
MSC,Active,Full-Time,Zone A,Temporary,Production,Female,Hispanic,Single,External,Failed,3,3,3,5,5,886.45,38,1
NEL,Active,Part-Time,Zone A,Full-Time,Production,Female,Black,Single,Internal,Incomplete,3,4,1,1,4,443.55,24,1
WBL,Terminated,Contract,Zone B,Part-Time,Production,Male,Black,Divorced,Internal,Passed,3,4,1,1,4,899.13,41,1
NEL,Terminated,Contract,Zone C,Full-Time,Production,Female,Other,Married,External,Completed,3,5,5,3,1,202.74,32,1
PL,Terminated,Contract,Zone B,Full-Time,Production,Female,Hispanic,Married,External,Failed,3,2,5,3,4,727.81,22,1
BPC,Active,Full-Time,Zone B,Full-Time,Production,Female,Black,Divorced,Internal,Completed,3,4,4,4,2,820.39,41,1
CCDR,Active,Full-Time,Zone C,Full-Time,Production,Female,White,Single,External,Passed,3,3,1,1,4,111.94,34,1
SVG,Terminated,Full-Time,Zone B,Temporary,Production,Female,Black,Married,External,Failed,3,5,2,3,1,231.96,70,1
EW,Terminated,Full-Time,Zone C,Temporary,Production,Male,Asian,Widowed,Internal,Completed,3,5,4,2,2,430.92,66,1
PYZ,Active,Part-Time,Zone C,Temporary,Production,Female,Other,Married,Internal,Completed,3,4,5,4,5,355.3,41,1
WBL,Active,Full-Time,Zone B,Part-Time,Production,Female,Hispanic,Divorced,Internal,Passed,3,3,5,4,5,575.1,62,1
NEL,Active,Contract,Zone B,Part-Time,Production,Female,Asian,Married,Internal,Failed,3,3,2,2,1,140.82,67,1
PL,Active,Full-Time,Zone B,Part-Time,Production,Female,White,Widowed,External,Passed,3,3,3,3,2,663.19,70,1
BPC,Active,Part-Time,Zone A,Full-Time,Production,Female,Other,Married,Internal,Incomplete,3,4,5,1,2,996.77,45,1
CCDR,Terminated,Contract,Zone A,Part-Time,Production,Male,Other,Divorced,External,Passed,3,2,4,4,2,145.39,68,1
SVG,Terminated,Contract,Zone B,Temporary,Production,Male,White,Widowed,Internal,Incomplete,3,1,3,2,1,344.74,39,1
EW,Active,Contract,Zone A,Part-Time,Production,Male,White,Divorced,External,Incomplete,3,3,5,3,5,308.09,31,1
MSC,Active,Full-Time,Zone B,Temporary,Production,Male,White,Married,External,Incomplete,3,1,4,3,1,610.96,74,1
TNS,Active,Full-Time,Zone C,Part-Time,Production,Female,Hispanic,Single,External,Failed,3,2,1,2,3,201.83,64,1
PYZ,Active,Part-Time,Zone C,Part-Time,Production,Female,White,Divorced,Internal,Passed,3,3,4,2,5,391.85,62,1
WBL,Active,Contract,Zone B,Full-Time,Production,Female,White,Divorced,Internal,Completed,3,2,1,2,5,682.36,63,1
NEL,Active,Contract,Zone A,Part-Time,Production,Female,Black,Single,Internal,Passed,3,5,1,5,3,492.39,40,1
PL,Active,Part-Time,Zone A,Part-Time,Production,Female,Other,Married,External,Failed,3,1,3,1,2,197.78,24,1
BPC,Active,Full-Time,Zone B,Part-Time,Production,Female,Asian,Divorced,External,Incomplete,3,4,5,1,4,485.44,72,1
CCDR,Terminated,Part-Time,Zone B,Part-Time,Production,Male,Other,Widowed,External,Passed,3,3,3,1,3,557.34,37,1
EW,Terminated,Contract,Zone C,Full-Time,Production,Female,Hispanic,Single,Internal,Failed,3,4,5,4,5,817.92,37,1
MSC,Active,Part-Time,Zone A,Part-Time,Production,Female,White,Married,External,Failed,3,1,2,4,4,485.39,33,1
NEL,Active,Full-Time,Zone B,Full-Time,Production,Female,Asian,Divorced,Internal,Completed,3,1,5,3,3,145.13,55,1
PL,Active,Contract,Zone C,Temporary,Production,Female,Asian,Widowed,External,Passed,3,2,1,5,4,751.88,37,1
PYZ,Terminated,Part-Time,Zone B,Part-Time,Production,Female,Black,Single,External,Incomplete,3,4,1,1,1,136.48,37,1
SVG,Terminated,Full-Time,Zone B,Part-Time,Production,Male,Asian,Single,External,Completed,3,5,5,1,1,857.42,59,1
WBL,Active,Full-Time,Zone B,Temporary,Production,Female,Black,Married,Internal,Failed,3,2,3,1,3,733.16,44,1
BPC,Terminated,Part-Time,Zone B,Part-Time,Production,Female,Hispanic,Married,External,Failed,3,2,2,2,5,761.31,46,1
CCDR,Terminated,Full-Time,Zone C,Temporary,Production,Female,Asian,Single,External,Passed,3,5,2,4,1,920.41,69,1
EW,Terminated,Part-Time,Zone A,Part-Time,Production,Female,Asian,Single,Internal,Passed,3,5,5,3,4,167.69,55,1
MSC,Terminated,Contract,Zone A,Part-Time,Production,Female,Asian,Widowed,External,Passed,3,5,2,1,2,931.45,71,1
NEL,Active,Full-Time,Zone C,Temporary,Production,Female,Asian,Widowed,External,Completed,3,4,1,4,1,474.36,25,1
PL,Terminated,Part-Time,Zone B,Part-Time,Production,Male,Hispanic,Married,Internal,Incomplete,3,4,2,3,5,598.72,57,1
PYZ,Active,Contract,Zone C,Part-Time,Production,Male,Asian,Married,Internal,Completed,3,1,2,4,5,557.02,66,1
SVG,Active,Full-Time,Zone A,Full-Time,Production,Male,Other,Divorced,Internal,Completed,3,4,5,4,3,939.92,56,1
TNS,Active,Part-Time,Zone C,Part-Time,Production,Female,Other,Divorced,External,Failed,3,1,2,2,3,669.19,32,1
WBL,Active,Contract,Zone B,Full-Time,Production,Female,Other,Widowed,Internal,Failed,3,2,5,3,5,525.69,27,1
BPC,Active,Part-Time,Zone B,Part-Time,Production,Female,Black,Single,External,Failed,3,4,2,5,1,173.66,68,1
CCDR,Active,Contract,Zone C,Temporary,Production,Female,Hispanic,Widowed,External,Completed,3,5,4,4,1,635.71,48,1
EW,Active,Contract,Zone B,Temporary,Production,Female,Black,Married,External,Passed,3,2,2,1,1,896.8,26,1
MSC,Active,Full-Time,Zone B,Full-Time,Production,Female,Other,Single,Internal,Incomplete,3,2,1,5,4,857.61,73,1
WBL,Active,Full-Time,Zone A,Part-Time,Production,Male,Other,Divorced,Internal,Failed,3,5,5,3,3,460.59,30,1
NEL,Terminated,Full-Time,Zone A,Temporary,Production,Female,Black,Divorced,Internal,Passed,3,4,1,5,1,504.82,72,1
PL,Active,Full-Time,Zone B,Full-Time,Production,Female,Other,Widowed,Internal,Failed,3,5,5,3,3,737.91,22,1
BPC,Terminated,Part-Time,Zone B,Full-Time,Production,Female,White,Married,External,Passed,3,1,4,1,2,244.25,72,1
CCDR,Terminated,Part-Time,Zone A,Part-Time,Production,Female,Black,Divorced,External,Passed,3,4,3,1,2,762.82,46,1
SVG,Terminated,Part-Time,Zone B,Part-Time,Production,Female,Other,Single,Internal,Incomplete,3,1,3,3,2,640.14,52,1
TNS,Terminated,Part-Time,Zone C,Temporary,Production,Female,Hispanic,Single,Internal,Incomplete,3,4,5,5,3,726.03,21,1
PYZ,Active,Contract,Zone B,Temporary,Production,Female,Asian,Single,External,Passed,3,1,4,3,5,758.75,35,1
WBL,Terminated,Contract,Zone B,Full-Time,Production,Female,Black,Married,External,Failed,3,4,4,3,5,878.94,27,1
NEL,Active,Full-Time,Zone C,Part-Time,Production,Female,White,Married,External,Passed,3,4,4,1,3,227.9,64,1
PL,Active,Contract,Zone A,Temporary,Production,Female,White,Widowed,Internal,Incomplete,3,5,2,3,3,855.27,41,1
BPC,Active,Part-Time,Zone A,Full-Time,Production,Male,Asian,Married,External,Incomplete,3,2,3,5,5,170.62,68,1
CCDR,Active,Full-Time,Zone B,Temporary,Production,Male,White,Widowed,Internal,Incomplete,3,3,5,5,4,392.14,58,1
SVG,Terminated,Part-Time,Zone B,Temporary,Production,Male,Black,Widowed,Internal,Completed,3,4,3,2,1,206.93,75,1
EW,Active,Part-Time,Zone C,Part-Time,Production,Female,Other,Single,External,Completed,3,2,4,5,5,307.13,47,1
MSC,Active,Part-Time,Zone B,Full-Time,Production,Female,White,Divorced,Internal,Passed,3,5,3,2,4,165.05,33,1
TNS,Active,Full-Time,Zone A,Part-Time,Production,Female,Asian,Divorced,Internal,Completed,3,2,4,2,4,371.27,23,1
BPC,Active,Contract,Zone B,Full-Time,Production,Female,Black,Widowed,External,Incomplete,3,4,5,1,3,366.78,28,1
CCDR,Active,Part-Time,Zone A,Part-Time,Production,Female,Asian,Married,External,Failed,3,5,5,3,5,205.92,70,1
EW,Active,Part-Time,Zone A,Temporary,Production,Female,Asian,Divorced,Internal,Completed,3,2,3,2,1,314.51,40,1
MSC,Active,Part-Time,Zone A,Part-Time,Production,Female,Asian,Divorced,Internal,Completed,3,2,4,2,2,793.86,49,1
WBL,Active,Contract,Zone B,Full-Time,Production,Female,White,Married,Internal,Passed,3,3,1,5,3,252.53,70,1
NEL,Terminated,Full-Time,Zone A,Temporary,Production,Female,Black,Married,External,Passed,3,3,1,1,2,693.25,35,1
PL,Active,Contract,Zone A,Temporary,Production,Female,White,Widowed,Internal,Completed,3,4,4,2,4,926.76,29,1
BPC,Active,Full-Time,Zone B,Temporary,Production,Female,Asian,Divorced,Internal,Failed,3,2,1,1,1,694.61,43,1
CCDR,Active,Full-Time,Zone C,Temporary,Production,Female,Other,Widowed,Internal,Incomplete,3,3,5,4,1,732.02,45,1
SVG,Terminated,Full-Time,Zone A,Temporary,Production,Male,White,Single,Internal,Completed,3,1,3,4,1,897.62,66,1
TNS,Active,Full-Time,Zone B,Part-Time,Production,Female,Asian,Married,Internal,Completed,3,5,2,5,2,786.57,61,1
PYZ,Active,Part-Time,Zone C,Temporary,Production,Female,Hispanic,Married,External,Incomplete,3,2,5,4,3,613.93,60,1
WBL,Terminated,Part-Time,Zone A,Full-Time,Production,Female,Hispanic,Widowed,Internal,Passed,3,3,4,1,2,711.8,44,1
NEL,Active,Full-Time,Zone B,Full-Time,Production,Female,Hispanic,Divorced,Internal,Failed,3,4,5,3,5,784.1,70,1
PL,Active,Full-Time,Zone C,Full-Time,Production,Female,Hispanic,Married,Internal,Failed,3,3,5,4,5,509.67,21,1
BPC,Terminated,Part-Time,Zone C,Full-Time,Production,Male,Black,Widowed,Internal,Incomplete,3,4,2,5,4,494.96,46,1
CCDR,Terminated,Full-Time,Zone A,Full-Time,Production,Male,Hispanic,Divorced,Internal,Incomplete,3,1,3,1,5,465.72,50,1
SVG,Active,Part-Time,Zone C,Full-Time,Production,Female,White,Divorced,Internal,Failed,3,4,1,5,1,507.43,49,1
EW,Active,Part-Time,Zone A,Part-Time,Production,Female,Other,Single,External,Passed,3,2,1,2,5,401.97,62,1
MSC,Active,Contract,Zone A,Full-Time,Production,Female,Black,Divorced,External,Passed,3,1,2,4,4,813.9,57,1
TNS,Active,Part-Time,Zone C,Full-Time,Production,Female,Hispanic,Married,External,Completed,3,5,5,1,2,360.02,52,1
PYZ,Active,Full-Time,Zone A,Part-Time,Production,Female,Asian,Widowed,Internal,Completed,3,3,1,5,3,692.71,69,1
WBL,Active,Full-Time,Zone C,Temporary,Production,Female,Black,Single,Internal,Failed,3,4,2,3,3,233.12,50,1
NEL,Active,Contract,Zone A,Part-Time,Production,Female,Asian,Single,External,Incomplete,3,1,4,2,1,881.48,63,1
PL,Active,Contract,Zone A,Full-Time,Production,Female,Black,Single,Internal,Passed,3,2,1,5,2,448.48,47,1
CCDR,Active,Full-Time,Zone B,Part-Time,Production,Female,Other,Single,External,Incomplete,3,2,5,3,3,288.88,40,1
EW,Active,Full-Time,Zone A,Full-Time,Production,Female,White,Married,Internal,Failed,3,1,4,5,1,572.45,41,1
MSC,Active,Full-Time,Zone C,Part-Time,Production,Female,Other,Single,Internal,Passed,3,4,3,3,3,141.38,35,1
NEL,Active,Full-Time,Zone A,Part-Time,Production,Female,White,Divorced,Internal,Incomplete,3,2,4,5,1,331.46,65,1
PL,Terminated,Part-Time,Zone B,Full-Time,Production,Female,White,Married,Internal,Incomplete,3,3,3,5,4,704.93,27,1
MSC,Active,Full-Time,Zone C,Temporary,Production,Male,Black,Single,External,Completed,3,3,2,2,4,450.65,78,1
TNS,Terminated,Part-Time,Zone A,Part-Time,Production,Female,White,Widowed,External,Completed,3,4,2,1,3,775.97,52,1
BPC,Terminated,Part-Time,Zone A,Temporary,Production,Female,Black,Widowed,External,Passed,3,3,3,1,4,376.0,41,1
CCDR,Active,Full-Time,Zone C,Full-Time,Production,Female,Asian,Married,External,Failed,3,2,1,2,2,106.54,21,1
EW,Active,Contract,Zone B,Full-Time,Production,Female,Other,Married,External,Completed,3,5,1,5,1,852.87,34,1
MSC,Active,Part-Time,Zone C,Full-Time,Production,Male,Hispanic,Widowed,External,Completed,3,3,2,2,4,469.03,27,1
NEL,Terminated,Full-Time,Zone B,Temporary,Production,Male,Asian,Divorced,Internal,Incomplete,3,1,5,1,2,274.85,22,1
PL,Terminated,Full-Time,Zone A,Full-Time,Production,Female,Black,Widowed,External,Completed,3,3,5,2,1,342.57,77,1
PYZ,Active,Full-Time,Zone C,Part-Time,Production,Female,Hispanic,Single,External,Incomplete,3,2,4,5,5,948.31,24,1
SVG,Active,Full-Time,Zone C,Full-Time,Production,Female,Other,Single,Internal,Incomplete,3,5,3,1,3,900.52,77,1
TNS,Active,Full-Time,Zone A,Full-Time,Production,Female,White,Married,External,Completed,3,5,4,2,4,140.72,25,1
WBL,Active,Contract,Zone B,Temporary,Production,Female,Black,Divorced,Internal,Passed,3,5,4,5,3,913.62,35,1
BPC,Active,Full-Time,Zone A,Part-Time,Production,Female,White,Divorced,Internal,Completed,3,1,4,3,5,950.3,75,1
CCDR,Active,Contract,Zone B,Full-Time,Production,Female,Asian,Single,Internal,Passed,3,2,3,2,2,668.77,28,1
EW,Active,Part-Time,Zone B,Part-Time,Production,Female,Hispanic,Single,Internal,Passed,3,5,4,2,3,906.05,53,1
PYZ,Active,Full-Time,Zone A,Full-Time,Production,Female,Other,Married,Internal,Incomplete,3,3,3,3,5,689.77,51,1
WBL,Terminated,Full-Time,Zone B,Part-Time,Production,Female,Asian,Widowed,External,Passed,3,1,1,5,2,694.27,34,1
NEL,Terminated,Part-Time,Zone A,Temporary,Production,Female,Other,Married,External,Passed,3,2,4,4,3,352.75,51,1
PL,Active,Part-Time,Zone B,Temporary,Production,Female,Black,Married,Internal,Passed,3,1,2,1,3,411.17,40,1
BPC,Active,Contract,Zone B,Full-Time,Production,Female,Asian,Widowed,External,Completed,3,1,2,2,3,358.81,67,1
CCDR,Active,Contract,Zone B,Temporary,Production,Female,Black,Married,Internal,Passed,3,1,3,1,4,588.64,54,1
MSC,Terminated,Part-Time,Zone B,Temporary,Production,Female,Asian,Widowed,Internal,Incomplete,3,1,4,2,1,472.18,69,1
TNS,Terminated,Full-Time,Zone A,Full-Time,Production,Female,Other,Married,Internal,Passed,3,1,2,4,2,758.79,21,1
PYZ,Active,Contract,Zone A,Full-Time,Production,Female,Hispanic,Single,Internal,Failed,3,5,3,5,3,921.81,63,1
WBL,Active,Full-Time,Zone B,Part-Time,Production,Female,Asian,Widowed,External,Completed,3,3,5,1,3,405.08,27,1
NEL,Terminated,Full-Time,Zone B,Temporary,Production,Male,White,Married,Internal,Failed,3,2,5,2,3,784.22,23,1
PL,Active,Part-Time,Zone B,Part-Time,Production,Male,Hispanic,Single,External,Failed,3,1,3,5,4,443.99,24,1
BPC,Terminated,Contract,Zone A,Full-Time,Production,Male,Black,Married,Internal,Incomplete,3,1,5,1,3,609.9,40,1
CCDR,Active,Full-Time,Zone C,Full-Time,Production,Female,Asian,Divorced,External,Failed,3,4,5,2,5,742.16,42,1
SVG,Active,Part-Time,Zone C,Part-Time,Production,Female,Other,Widowed,External,Failed,3,1,1,3,3,517.74,40,1
EW,Active,Part-Time,Zone B,Full-Time,Production,Female,Asian,Single,Internal,Incomplete,3,3,4,3,4,350.59,35,1
MSC,Active,Full-Time,Zone C,Part-Time,Production,Male,Asian,Single,Internal,Incomplete,3,5,2,3,1,546.94,36,1
TNS,Active,Full-Time,Zone B,Full-Time,Production,Female,Black,Widowed,Internal,Completed,3,2,5,2,4,514.37,24,1
PYZ,Active,Contract,Zone C,Part-Time,Production,Female,Hispanic,Single,Internal,Incomplete,3,5,4,1,5,786.98,66,1
WBL,Active,Contract,Zone C,Full-Time,Production,Female,White,Divorced,Internal,Passed,3,5,5,3,4,852.21,25,1
NEL,Active,Part-Time,Zone A,Temporary,Admin Offices,Female,Asian,Widowed,External,Failed,3,5,1,1,4,761.63,64,1
CCDR,Active,Part-Time,Zone A,Full-Time,Executive Office,Female,Asian,Single,External,Passed,3,3,4,3,5,202.62,64,1
MSC,Active,Full-Time,Zone A,Part-Time,Admin Offices,Female,Black,Widowed,External,Passed,3,4,2,2,5,414.75,71,1
WBL,Active,Contract,Zone B,Temporary,Admin Offices,Female,White,Divorced,External,Completed,3,5,4,2,4,344.55,39,1
EW,Active,Part-Time,Zone C,Temporary,Admin Offices,Male,Asian,Married,Internal,Failed,3,4,2,5,1,777.46,55,1
WBL,Active,Part-Time,Zone B,Full-Time,Admin Offices,Female,White,Widowed,External,Completed,3,5,1,5,3,948.71,35,1
TNS,Active,Contract,Zone A,Full-Time,Admin Offices,Male,Black,Single,Internal,Passed,3,1,5,5,5,308.77,63,1
TNS,Active,Full-Time,Zone B,Full-Time,Admin Offices,Female,Hispanic,Widowed,External,Incomplete,3,1,5,2,1,891.25,38,1
PL,Active,Full-Time,Zone B,Temporary,Admin Offices,Female,Black,Divorced,Internal,Passed,3,5,1,5,2,659.9,69,1
MSC,Active,Part-Time,Zone A,Part-Time,Admin Offices,Female,Hispanic,Single,Internal,Failed,3,5,3,3,2,858.72,35,1
TNS,Active,Contract,Zone B,Temporary,Admin Offices,Female,Black,Divorced,External,Failed,3,1,5,3,5,380.24,37,1
PYZ,Active,Full-Time,Zone A,Temporary,Admin Offices,Male,White,Widowed,External,Passed,3,5,3,1,5,505.4,43,1
WBL,Active,Part-Time,Zone B,Temporary,Admin Offices,Male,White,Single,Internal,Passed,3,5,3,4,3,609.01,59,1
NEL,Active,Part-Time,Zone C,Full-Time,IT/IS,Male,Asian,Single,Internal,Failed,3,1,4,3,3,656.38,45,1
PL,Active,Contract,Zone B,Part-Time,Software Engineering,Male,Black,Widowed,External,Passed,3,3,2,5,5,692.63,64,1
MSC,Active,Full-Time,Zone A,Part-Time,Admin Offices,Female,White,Divorced,Internal,Incomplete,3,3,5,2,3,633.72,32,1
TNS,Active,Full-Time,Zone C,Temporary,Admin Offices,Female,Black,Widowed,Internal,Failed,3,3,2,5,2,517.62,75,1
PYZ,Active,Contract,Zone B,Part-Time,Admin Offices,Male,Hispanic,Divorced,External,Incomplete,3,1,2,5,4,231.76,77,1
WBL,Active,Part-Time,Zone A,Part-Time,IT/IS,Male,Black,Divorced,Internal,Passed,3,3,4,5,2,605.12,44,1
NEL,Active,Full-Time,Zone B,Part-Time,IT/IS,Male,Other,Widowed,Internal,Failed,3,1,3,1,1,297.12,68,1
NEL,Active,Contract,Zone A,Full-Time,Software Engineering,Female,White,Divorced,Internal,Incomplete,3,4,5,5,2,384.43,74,1
TNS,Active,Full-Time,Zone A,Part-Time,Admin Offices,Female,Black,Married,Internal,Passed,3,5,1,4,4,969.95,73,1
WBL,Active,Full-Time,Zone A,Temporary,Admin Offices,Female,White,Single,External,Failed,3,3,3,4,5,719.7,65,1
BPC,Active,Contract,Zone C,Part-Time,Admin Offices,Male,Other,Widowed,External,Incomplete,3,1,1,1,1,355.83,32,1
CCDR,Active,Contract,Zone B,Temporary,IT/IS,Male,Hispanic,Widowed,Internal,Incomplete,3,1,3,2,3,754.47,40,1
EW,Active,Full-Time,Zone B,Part-Time,IT/IS,Male,White,Divorced,External,Incomplete,3,5,4,4,2,890.39,76,1
CCDR,Active,Part-Time,Zone C,Full-Time,Software Engineering,Female,Hispanic,Single,Internal,Passed,3,1,3,4,3,268.78,42,1
EW,Active,Full-Time,Zone B,Part-Time,Admin Offices,Female,Asian,Single,Internal,Failed,3,3,2,2,4,930.72,34,1
MSC,Active,Contract,Zone B,Temporary,Admin Offices,Female,White,Married,External,Completed,3,1,2,3,5,924.85,61,1
TNS,Active,Part-Time,Zone A,Part-Time,Admin Offices,Male,White,Single,Internal,Incomplete,3,1,4,5,5,284.38,42,1
PYZ,Active,Full-Time,Zone A,Full-Time,Admin Offices,Male,Other,Single,External,Passed,3,2,4,4,1,395.1,45,1
WBL,Active,Contract,Zone C,Temporary,IT/IS,Male,White,Divorced,External,Failed,3,4,2,3,2,501.64,73,1
NEL,Active,Part-Time,Zone B,Full-Time,IT/IS,Male,Hispanic,Married,Internal,Failed,3,4,3,1,5,792.72,27,1
EW,Active,Full-Time,Zone B,Part-Time,Admin Offices,Female,White,Divorced,Internal,Incomplete,3,1,2,3,3,870.01,72,1
MSC,Active,Part-Time,Zone B,Temporary,Admin Offices,Female,Black,Divorced,Internal,Incomplete,3,3,4,5,2,610.06,54,1
TNS,Active,Contract,Zone C,Part-Time,Admin Offices,Male,White,Divorced,Internal,Passed,3,4,1,5,2,278.16,23,1
PYZ,Active,Contract,Zone B,Full-Time,Admin Offices,Male,Other,Divorced,External,Completed,3,4,2,1,4,218.93,44,1
WBL,Active,Part-Time,Zone A,Temporary,IT/IS,Male,White,Single,Internal,Incomplete,3,5,1,5,5,179.21,74,1
SVG,Active,Full-Time,Zone B,Temporary,Admin Offices,Female,Hispanic,Single,Internal,Completed,3,2,2,3,5,534.28,76,1
